Compliance Type,Requirment #, Requirement Description,Simple Explanation,WorkStreams,Measures Taken,Documented In,Documented In,Document Links,Top Matches,Document Links For the Top Matches,What is Missing,Actions Needed to Fix GAPS- Design,Supporting Workstream,Patch Fixes URL,DOcuments Scanned,Status,Imp Needed,Imp Reason,O.E Needed,O.E Reason,Imp Status,Imp Evidence,Imp Evidence Links,Imp Gaps,Imp Gap Fixes,O.E Status,O.E Evidence,O.E Evidence Links,O.E Gaps,O.E Gap Fixes
DORA,Art. 21 (2) (a)  RTS RMF,"assignment of access rights to ICT assets based on need-to-know, need-to-use and least privilege principles, including for remote and emergency access;",,ICT Operations And Continuity,,No relevant evidence found in scanned documents.,,,,,,,,,"Workstreams considered: ict operations and continuity
Documents scanned (Evidence Category: design):
• Problem Management Guideline.docx
• Release Management Guideline.docx
• Change Management Guideline.docx
• Data Persistence and Backup Restore Guideline.docx
• ZPS Guideline Business Continuity Management Roles and Responsibilities.docx
• ZPS Guideline Business Continuity Management 2024.docx
• IT Operations Policy.docx
• ZPS Policy ICT Business Continuity Policy_.docx
• ZPS Change Management Procedure - Infrastructure.docx
• ZPS Change Management Procedure - Software.docx
• Capacity Assessment Procedure _ Working.docx
• Restore Testing Procedure.docx
• ZPS Business Continuity Management Testing Procedure.docx",,,,,,,,,,,,,,,
DORA,Art. 21 (2) (b) RTS RMF,segregation of duties designed to prevent unjustified access to critical data or to prevent the allocation of combinations of access rights that may be used to circumvent controls;,,ICT Operations And Continuity,,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 21 (2) (c) RTS RMF,"provision on user accountability, by limiting to the extent possible the use of generic and shared user accounts and ensuring that users are identifiable for the actions performed in the ICT systems at all times",,ICT Operations And Continuity,,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 21 (2) (d) RTS RMF,"provision on restrictions of access to ICT assets, setting out controls and tools to prevent unauthorised access;",,Operational ICT Security (OpSec),,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 21 (2) (e) RTS RMF,"account management procedures to grant, change or revoke access rights for user and generic accounts, including generic administrator accounts. The procedures shall include provision on all the following:
 (i) assignment of roles and responsibilities for granting, reviewing and revoking access rights. Retention period for logs shall be defined.
 (ii) assignment of privileged, emergency and administrator access on a need-to-use or an ad-hoc basis for all ICT systems. Where possible, for the performance of administrative tasks on ICT systems, dedicated accounts shall be used. Where applicable, financial entities shall deploy automated solutions for the privileged
 access management;
 (iii)revoking of access rights without undue delay upon termination of employment or when the access is no longer necessary;
 (iv) update of access rights where changes are necessary and at least once a year for all ICT systems, other than ICT systems supporting critical or important functions and at least every six months for ICT systems supporting critical or important
 functions;",,ICT Operations And Continuity,,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 21 (2) (f) RTS RMF,"authentication methods including all of the following:
 (i) the use of authentication methods commensurate and to the overall risk profile of ICT assets and considering leading practices;
 (ii) the use of strong authentication methods in accordance with leading practices and techniques for remote access to the financial entity's network, for privileged access, for access to ICT assets supporting critical or important functions or that are publicly accessible;",,Operational ICT Security (OpSec),,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 21 (2) (g) RTS RMF,"physical access control measures including:
 (i) identification and logging of natural persons who are authorised to access premises, data centres and sensitive designated areas identified by the financial entity where ICT and information assets reside. This identification and logging shall be commensurate with the importance of the premises, data centres, sensitive designated areas and the criticality of the operations or ICT systems
 located there;
 (ii) granting of physical access rights to critical ICT assets to authorised persons only according to the need-to-know, least privilege principles and on an ad-hoc basis;
 (iii)monitoring of physical access to premises, data centres and sensitive designated areas identified by the financial entity where ICT and information assets or both reside. The monitoring should be commensurate to the classification and the criticality of the area accessed;
 (iv) review of physical access rights to ensure that unnecessary access rights are promptly revoked.",,ICT Operations And Continuity,,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 10 (2),"3. Financial entities shall devote sufficient resources and capabilities to monitor user activity, the occurrence of ICT anomalies and ICT-related incidents, in particular cyber-attacks.",,Operational ICT Security (OpSec),,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art 13 (1),"1. Financial entities shall have in place capabilities and staff to gather information on vulnerabilities and cyber threats, ICT-related incidents, in particular cyber-attacks, and analyse the impact they are likely to have on their digital operational resilience.",,Information Security Management (ISM),,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 9 (1) RTS RMF,"As part of the ICT security procedures financial entities shall develop, document and implement capacity and performance management procedures to identify capacity requirements of their ICT systems and apply resource optimisation and monitoring procedures to maintain and improve the availability of data and ICT systems and efficiency of ICT systems and prevent ICT capacity shortages",,ICT Operations And Continuity,,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 9 (2) RTS RMF,The capacity and performance management procedures shall ensure that appropriate measures are taken to cater for the specificities of ICT systems with long or complex  procurement or approval processes or that are resource-intensive,,ICT Operations And Continuity,,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 18 (2) (e) RTS RMF,"measures to preserve the availability, authenticity, integrity and confidentiality of the data, including a clear desk policy for papers and a clear screen policy for information processing facilities.",,Operational ICT Security (OpSec),,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 18 (2) (e) RTS RMF,"measures to preserve the availability, authenticity, integrity and confidentiality of the data, including a clear desk policy for papers and a clear screen policy for information processing facilities.",,Operational ICT Security (OpSec),,,,,,,,,,,,,,,,,,,,,,,,,,
DORA,Art. 11 (1) RTS RMF,"As part of the ICT security procedures, with a view to ensuring the security of networks and information systems against intrusions and data misuse, in order to preserve the availability, authenticity, integrity and confidentiality of data, financial entities shall develop, document and implement a data and ICT system security procedure. The data and ICT system security procedure shall include all of the following elements related to data and ICT system security",,Information Security Management (ISM),,,,,,,,,,,,,,,,,,,,,,,,,,
